orderid,mkt,itemcode,amount,curcode
32543,XSTO,8996,13.578206,LAK
32544,XSTO,4594,71.92572,EUR
32545,XSTO,9763,83.30152,LBP
32546,XSTO,4919,30.820038,LSL
32547,XSTO,6758,92.618706,ZAR
32548,XSTO,9333,19.492973,LRD
32549,XSTO,5802,87.447525,LYD
32550,XSTO,4557,56.87873,CHF
32551,XSTO,2357,70.35039,EUR
32552,XSTO,6192,97.24622,EUR
32553,XSTO,8119,19.69212,MOP
32554,XSTO,7380,89.193375,MKD
32555,XSTO,6417,5.744746,MGA
32556,XSTO,7969,27.879124,MWK
32557,XSTO,7975,79.16401,MYR
32558,XSTO,3302,30.797554,MVR
32559,XSTO,9057,42.5734,XOF
32560,XSTO,3517,50.982624,EUR
32561,XSTO,4153,18.760672,USD
32562,XSTO,3896,54.731808,EUR
32563,XSTO,8442,82.06586,MRU
32564,XSTO,4338,50.114258,MUR
32565,XSTO,8510,40.665695,EUR
32566,XSTO,553,50.721115,XUA
32567,XSTO,2641,23.185162,MXN
32568,XSTO,4658,14.121015,MXV
32569,XSTO,3164,14.772014,USD
32570,XSTO,1869,59.24763,MDL
32571,XSTO,6750,0.812106,EUR
32572,XSTO,693,82.76909,MNT
32573,XSTO,9935,22.54395,EUR
32574,XSTO,3747,36.341843,XCD
32575,XSTO,1383,85.24313,MAD
32576,XSTO,4663,98.70479,MZN
32577,XSTO,833,63.335785,MMK
32578,XSTO,2657,96.740974,NAD
32579,XSTO,8734,33.69231,ZAR
32580,XSTO,4468,15.551614,AUD
32581,XSTO,4886,76.05268,NPR
32582,XSTO,3105,52.605824,EUR
32583,XSTO,199,43.85452,XPF
32584,XSTO,4861,71.26949,NZD
32585,XSTO,7298,53.339108,NIO
32586,XSTO,387,91.5324,XOF
32587,XSTO,1227,25.005651,NGN
32588,XSTO,851,21.500631,NZD
32589,XSTO,3938,14.80156,AUD
32590,XSTO,4247,23.805225,USD
32591,XSTO,7501,38.368137,NOK
32592,XSTO,9976,8.803459,OMR
32593,XSTO,6908,88.158936,PKR
32594,XSTO,3396,30.27396,USD
32595,XSTO,2814,76.37933,PAB
32596,XSTO,3663,38.35999,USD
32597,XSTO,6794,74.61218,PGK
32598,XSTO,1945,36.218548,PYG
32599,XSTO,8169,20.11301,PEN
32600,XSTO,9828,37.39299,PHP
32601,XSTO,2373,81.321884,NZD
32602,XSTO,9853,63.208637,PLN
32603,XSTO,9378,13.3773775,EUR
32604,XSTO,360,46.738564,USD
32605,XSTO,1409,80.46691,QAR
32606,XSTO,8087,42.446114,EUR
32607,XSTO,1523,74.51166,RON
32608,XSTO,9514,11.265358,RUB
32609,XSTO,4396,89.86298,RWF
32610,XSTO,1132,0.56974936,EUR
32611,XSTO,4425,79.09766,SHP
32612,XSTO,3174,25.791103,XCD
32613,XSTO,908,89.96934,XCD
32614,XSTO,5995,41.593334,EUR
32615,XSTO,8432,87.58633,EUR
32616,XSTO,5920,79.799484,XCD
32617,XSTO,6290,53.05244,WST
32618,XSTO,6198,28.422022,EUR
32619,XSTO,6312,73.16818,STN
32620,XSTO,4633,45.284466,SAR
32621,XSTO,8673,54.488472,XOF
32622,XSTO,3638,17.44473,RSD
32623,XSTO,8698,14.693669,SCR
32624,XSTO,2822,72.56458,SLL
32625,XSTO,8518,69.491104,SGD
32626,XSTO,22,77.751785,ANG
32627,XSTO,5751,24.945436,XSU
32628,XSTO,8903,62.157177,EUR
32629,XSTO,5271,74.21449,EUR
32630,XSTO,897,69.580605,SBD
32631,XSTO,5760,38.307426,SOS
32632,XSTO,9020,84.77848,ZAR
32633,XSTO,8083,92.93393,SSP
32634,XSTO,2578,43.682156,EUR
32635,XSTO,1346,16.077763,LKR
32636,XSTO,9500,93.20976,SDG
32637,XSTO,1514,97.89997,SRD
32638,XSTO,8305,63.852966,NOK
32639,XSTO,2438,27.781713,SEK
32640,XSTO,465,48.904095,CHF
32641,XSTO,1224,0.39528105,CHE
32642,XSTO,9130,49.13088,CHW
32643,XSTO,6803,87.52925,SYP
32644,XSTO,8100,89.66018,TWD
32645,XSTO,5850,91.44086,TJS
32646,XSTO,1015,24.11008,TZS
32647,XSTO,2899,93.33974,THB
32648,XSTO,9744,29.960201,USD
32649,XSTO,1984,3.0325885,XOF
32650,XSTO,162,39.13439,NZD
32651,XSTO,6006,40.01623,TOP
32652,XSTO,3170,82.07881,TTD
32653,XSTO,7928,75.019295,TND
32654,XSTO,9508,65.492485,TRY
32655,XSTO,382,30.673218,TMT
32656,XSTO,7367,86.278175,USD
32657,XSTO,6547,73.55819,AUD
32658,XSTO,2902,71.733315,UGX
32659,XSTO,4495,42.87038,UAH
32660,XSTO,3497,58.262077,AED
32661,XSTO,2490,49.659065,GBP
32662,XSTO,5445,56.014053,USD
32663,XSTO,524,93.62387,USD
32664,XSTO,5400,64.03103,USN
32665,XSTO,5604,36.993267,UYU
32666,XSTO,9081,51.79966,UYI
32667,XSTO,2330,24.416075,UYW
32668,XSTO,2034,31.473143,UZS
32669,XSTO,9149,81.178535,VUV
32670,XSTO,320,5.663571,VES
32671,XSTO,3106,95.79407,VND
32672,XSTO,5757,56.918602,USD
32673,XSTO,8467,99.216896,USD
32674,XSTO,9720,89.55188,XPF
32675,XSTO,8070,38.687374,MAD
32676,XSTO,5078,16.639704,YER
32677,XSTO,7542,10.551192,ZMW
32678,XSTO,4771,35.763474,ZWL
32679,XSTO,5366,35.885044,XBA
32680,XSTO,8125,17.368689,XBB
32681,XSTO,4922,45.08819,XBC
32682,XSTO,8719,20.548828,XBD
32683,XSTO,8381,79.62181,XTS
32684,XSTO,5002,91.543915,XXX
32685,XSTO,739,74.116554,XAU
32686,XSTO,1301,90.61379,XPD
32687,XSTO,3028,35.02207,XPT
32688,XSTO,3873,1.246857,XAG
32689,XSTO,4126,36.662224,AFA
32690,XSTO,1682,76.59381,FIM
32691,XSTO,6758,40.566067,ALK
32692,XSTO,8233,66.449005,ADP
32693,XSTO,2194,84.694885,ESP
32694,XSTO,7937,98.74179,FRF
32695,XSTO,3602,58.828648,AOK
32696,XSTO,8028,60.186977,AON
32697,XSTO,8729,54.364353,AOR
32698,XSTO,867,25.910227,ARA
32699,XSTO,5367,91.77359,ARP
32700,XSTO,5632,94.051476,ARY
32701,XSTO,6130,20.223536,RUR
32702,XSTO,5087,47.54678,ATS
32703,XSTO,1648,69.53192,AYM
32704,XSTO,4082,54.767345,AZM
32705,XSTO,8621,25.28714,RUR
32706,XSTO,5155,96.07935,BYB
32707,XSTO,309,17.247849,BYR
32708,XSTO,3411,62.487953,RUR
32709,XSTO,4962,9.415325,BEC
32710,XSTO,3830,11.94806,BEF
32711,XSTO,2878,33.930573,BEL
32712,XSTO,1913,89.421486,BOP
32713,XSTO,3702,74.581474,BAD
32714,XSTO,803,49.09405,BRB
32715,XSTO,4914,45.827988,BRC
32716,XSTO,3857,30.405369,BRE
32717,XSTO,1483,99.788826,BRN
32718,XSTO,6659,47.10429,BRR
32719,XSTO,6124,82.58272,BGJ
32720,XSTO,4631,4.824661,BGK
32721,XSTO,5735,88.62128,BGL
32722,XSTO,3387,54.39613,BUK
32723,XSTO,7241,87.90092,HRD
32724,XSTO,3053,68.25236,HRK
32725,XSTO,2024,75.75966,CYP
32726,XSTO,1798,46.40064,CSJ
32727,XSTO,5298,59.27815,CSK
32728,XSTO,8079,56.204525,ECS
32729,XSTO,3502,3.0892751,ECV
32730,XSTO,2703,29.209532,GQE
32731,XSTO,1456,37.410385,EEK
32732,XSTO,8293,46.574944,XEU
32733,XSTO,5766,9.969128,FIM
32734,XSTO,9600,61.2814,FRF
32735,XSTO,6902,23.680422,FRF
32736,XSTO,5194,95.84562,FRF
32737,XSTO,873,9.995504,GEK
32738,XSTO,7732,31.80207,RUR
32739,XSTO,8394,30.763594,DDM
32740,XSTO,94,11.897384,DEM
32741,XSTO,7934,89.81925,GHC
32742,XSTO,9680,64.40488,GHP
32743,XSTO,2507,51.25104,GRD
32744,XSTO,9899,11.2997675,FRF
32745,XSTO,5209,65.84962,GNE
32746,XSTO,5017,36.051476,GNS
32747,XSTO,9971,3.727701,GWE
32748,XSTO,8385,25.27234,GWP
32749,XSTO,4395,19.082655,ITL
32750,XSTO,3631,1.4657185,ISJ
32751,XSTO,2857,84.44332,IEP
32752,XSTO,5129,9.251742,ILP
32753,XSTO,3212,1.8161227,ILR
32754,XSTO,5283,48.379616,ITL
32755,XSTO,6040,94.24723,RUR
32756,XSTO,8626,47.008636,RUR
32757,XSTO,1306,51.624233,LAJ
32758,XSTO,5480,89.8765,LVL
32759,XSTO,5709,13.756995,LVR
32760,XSTO,7660,16.162333,LSM
32761,XSTO,2277,44.26317,ZAL
32762,XSTO,8163,80.18305,LTL
32763,XSTO,3118,76.41996,LTT
32764,XSTO,5908,86.01795,LUC
32765,XSTO,6954,55.99685,LUF
32766,XSTO,4766,87.58826,LUL
32767,XSTO,5553,34.438816,MGF
32768,XSTO,883,99.595665,MWK
32769,XSTO,9950,64.04525,MVQ
32770,XSTO,7760,69.95961,MLF
32771,XSTO,9653,39.147076,MTL
32772,XSTO,1275,44.06016,MTP
32773,XSTO,1011,21.44542,FRF
32774,XSTO,5538,8.547603,MRO
32775,XSTO,3720,90.641785,FRF
32776,XSTO,8195,21.083065,MXP
32777,XSTO,8586,93.79067,RUR
32778,XSTO,4538,85.5791,FRF
32779,XSTO,802,70.35894,MZE
32780,XSTO,7231,57.75134,MZM
32781,XSTO,3666,99.585625,NLG
32782,XSTO,3055,95.46881,ANG
32783,XSTO,1428,10.390722,NIC
32784,XSTO,6135,44.00458,PEH
32785,XSTO,2116,45.65022,PEI
32786,XSTO,1876,65.45219,PEN
32787,XSTO,2494,6.8533893,PES
32788,XSTO,1798,53.47728,PLZ
32789,XSTO,3941,43.14479,PTE
32790,XSTO,7430,2.0907383,FRF
32791,XSTO,5742,26.560623,ROK
32792,XSTO,8777,40.62104,ROL
32793,XSTO,6893,39.268814,RON
32794,XSTO,7491,29.385778,RUR
32795,XSTO,8850,49.253872,FRF
32796,XSTO,6380,45.50194,FRF
32797,XSTO,2630,45.673534,FRF
32798,XSTO,1953,27.135233,ITL
32799,XSTO,3103,19.328703,STD
32800,XSTO,5869,6.9201574,CSD
32801,XSTO,4573,50.76082,EUR
32802,XSTO,9657,87.55235,SKK
32803,XSTO,847,7.6996703,SIT
32804,XSTO,3040,75.15483,ZAL
32805,XSTO,3049,29.729952,SDG
32806,XSTO,8250,5.8797255,RHD
32807,XSTO,7091,93.186554,ESA
32808,XSTO,9821,0.7743593,ESB
32809,XSTO,6205,21.187576,ESP
32810,XSTO,4491,17.926466,SDD
32811,XSTO,2361,73.200035,SDP
32812,XSTO,439,38.37393,SRG
32813,XSTO,2304,70.10194,SZL
32814,XSTO,8376,51.828156,CHC
32815,XSTO,417,76.7204,RUR
32816,XSTO,9195,50.845337,TJR
32817,XSTO,9878,43.20937,IDR
32818,XSTO,1564,59.90267,TPE
32819,XSTO,9657,13.663254,TRL
32820,XSTO,1144,0.9926709,TRY
32821,XSTO,3248,61.9091,RUR
32822,XSTO,550,90.252464,TMM
32823,XSTO,6880,0.01696346,UGS
32824,XSTO,5378,48.7359,UGW
32825,XSTO,6779,81.37661,UAK
32826,XSTO,5953,66.31938,SUR
32827,XSTO,6746,70.36644,USS
32828,XSTO,7763,35.216988,UYN
32829,XSTO,5176,44.148895,UYP
32830,XSTO,7630,8.449086,RUR
32831,XSTO,2326,82.91587,VEB
32832,XSTO,895,45.089695,VEF
32833,XSTO,5366,29.606213,VEF
32834,XSTO,833,55.183357,VEF
32835,XSTO,576,86.444374,VNC
32836,XSTO,820,62.73072,YDD
32837,XSTO,8343,89.543205,YUD
32838,XSTO,9569,99.52869,YUM
32839,XSTO,9803,32.246902,YUN
32840,XSTO,3261,79.83598,ZRN
32841,XSTO,489,52.280308,ZRZ
32842,XSTO,2620,69.603355,ZMK
32843,XSTO,4831,16.834568,ZWC
32844,XSTO,9125,21.451221,ZWD
32845,XSTO,4161,33.144436,ZWD
32846,XSTO,9636,58.81253,ZWN
32847,XSTO,3382,99.32754,ZWR
32848,XSTO,2008,60.086426,XFO
32849,XSTO,9978,78.148415,XRE
32850,XSTO,88,30.386528,XFU
32851,XSWX,5655,37.35116,AFN
32852,XSWX,8038,38.044666,EUR
32853,XSWX,1556,55.74122,ALL
32854,XSWX,4382,67.487175,DZD
32855,XSWX,3954,93.73599,USD
32856,XSWX,7374,80.34315,EUR
32857,XSWX,9529,20.315426,AOA
32858,XSWX,8211,88.53351,XCD
32859,XSWX,7919,48.49152,XCD
32860,XSWX,2558,86.547554,ARS
32861,XSWX,7053,56.234165,AMD
32862,XSWX,9643,41.42765,AWG
32863,XSWX,7703,45.35308,AUD
32864,XSWX,1982,35.22305,EUR
32865,XSWX,5128,76.531906,AZN
32866,XSWX,9327,90.20647,BSD
32867,XSWX,8773,92.96535,BHD
32868,XSWX,8356,30.12454,BDT
32869,XSWX,3908,4.1612716,BBD
32870,XSWX,7316,96.55527,BYN
32871,XSWX,9144,39.427547,EUR
32872,XSWX,4040,88.89155,BZD
32873,XSWX,898,56.90228,XOF
32874,XSWX,360,85.86556,BMD
32875,XSWX,4803,76.15918,INR
32876,XSWX,4752,96.43947,BTN
32877,XSWX,1875,15.8846,BOB
32878,XSWX,5184,50.930244,BOV
32879,XSWX,4083,92.9649,USD
32880,XSWX,717,53.984898,BAM
32881,XSWX,9401,36.091812,BWP
32882,XSWX,6874,83.25484,NOK
32883,XSWX,53,38.359097,BRL
32884,XSWX,9974,1.0747391,USD
32885,XSWX,7918,96.27894,BND
32886,XSWX,2098,83.89993,BGN
32887,XSWX,9575,77.14263,XOF
32888,XSWX,4524,62.638744,BIF
32889,XSWX,1342,73.24318,CVE
32890,XSWX,3683,91.643486,KHR
32891,XSWX,269,48.610867,XAF
32892,XSWX,86,43.94714,CAD
32893,XSWX,4519,65.17427,KYD
32894,XSWX,2815,18.346174,XAF
32895,XSWX,4298,88.64323,XAF
32896,XSWX,5844,50.132355,CLP
32897,XSWX,5259,35.805904,CLF
32898,XSWX,3219,75.74321,CNY
32899,XSWX,2145,0.8834903,AUD
32900,XSWX,5508,6.326598,AUD
32901,XSWX,7811,67.47371,COP
32902,XSWX,75,60.396244,COU
32903,XSWX,4547,5.4172297,KMF
32904,XSWX,2139,23.932198,CDF
32905,XSWX,5639,18.977356,XAF
32906,XSWX,6350,25.870512,NZD
32907,XSWX,8888,30.020864,CRC
32908,XSWX,6719,60.521076,XOF
32909,XSWX,5197,20.384388,HRK
32910,XSWX,8652,1.4082671,CUP
32911,XSWX,2693,34.112362,CUC
32912,XSWX,7310,29.650713,ANG
32913,XSWX,4711,79.8988,EUR
32914,XSWX,9688,72.31348,CZK
32915,XSWX,5230,19.548815,DKK
32916,XSWX,6259,17.467455,DJF
32917,XSWX,3094,83.38415,XCD
32918,XSWX,122,48.70339,DOP
32919,XSWX,2686,12.152913,USD
32920,XSWX,3352,69.04065,EGP
32921,XSWX,7621,13.546079,SVC
32922,XSWX,6139,84.40476,USD
32923,XSWX,3666,99.992455,XAF
32924,XSWX,2101,23.355799,ERN
32925,XSWX,7969,3.3220613,EUR
32926,XSWX,7964,39.790558,SZL
32927,XSWX,7452,48.120243,ETB
32928,XSWX,5105,72.15819,EUR
32929,XSWX,7648,35.274723,FKP
32930,XSWX,1367,65.626076,DKK
32931,XSWX,4033,58.354343,FJD
32932,XSWX,5752,88.64813,EUR
32933,XSWX,8297,11.076628,EUR
32934,XSWX,1704,18.483698,EUR
32935,XSWX,4592,6.62015,XPF
32936,XSWX,8040,65.650925,EUR
32937,XSWX,7557,97.66611,XAF
32938,XSWX,2087,17.458109,GMD
32939,XSWX,8028,93.84698,GEL
32940,XSWX,9682,36.56918,EUR
32941,XSWX,207,85.90202,GHS
32942,XSWX,2477,68.22236,GIP
32943,XSWX,6347,38.187572,EUR
32944,XSWX,8312,94.72579,DKK
32945,XSWX,9304,44.09438,XCD
32946,XSWX,44,55.304775,EUR
32947,XSWX,8653,88.09124,USD
32948,XSWX,8901,42.23498,GTQ
32949,XSWX,434,62.76783,GBP
32950,XSWX,689,78.7267,GNF
32951,XSWX,2841,64.384674,XOF
32952,XSWX,4748,45.95515,GYD
32953,XSWX,1521,50.06009,HTG
32954,XSWX,1686,25.855955,USD
32955,XSWX,455,51.69611,AUD
32956,XSWX,3696,14.513734,EUR
32957,XSWX,3742,69.50167,HNL
32958,XSWX,3705,7.8768997,HKD
32959,XSWX,1076,82.79868,HUF
32960,XSWX,721,67.47206,ISK
32961,XSWX,2165,62.064526,INR
32962,XSWX,1715,38.22974,IDR
32963,XSWX,8987,54.84372,XDR
32964,XSWX,8641,24.500578,IRR
32965,XSWX,4214,50.65864,IQD
32966,XSWX,6115,9.284553,EUR
32967,XSWX,8534,7.9363785,GBP
32968,XSWX,6169,89.138115,ILS
32969,XSWX,9430,25.057232,EUR
32970,XSWX,7466,29.602457,JMD
32971,XSWX,373,81.12052,JPY
32972,XSWX,7767,60.88931,GBP
32973,XSWX,2391,11.104229,JOD
32974,XSWX,244,12.574194,KZT
32975,XSWX,8287,59.23591,KES
32976,XSWX,1130,41.508892,AUD
32977,XSWX,879,2.303627,KPW
32978,XSWX,1460,55.201546,KRW
32979,XSWX,7445,74.06412,KWD
32980,XSWX,1851,95.55055,KGS
32981,XSWX,5352,44.871487,LAK
32982,XSWX,3040,12.913011,EUR
32983,XSWX,1114,71.53371,LBP
32984,XSWX,1670,23.221182,LSL
32985,XSWX,9117,17.791388,ZAR
32986,XSWX,6552,47.27415,LRD
32987,XSWX,9794,6.535268,LYD
32988,XSWX,7229,62.859085,CHF
32989,XSWX,1142,67.35106,EUR
32990,XSWX,8948,64.14404,EUR
32991,XSWX,2608,42.158627,MOP
32992,XSWX,4295,84.34641,MKD
32993,XSWX,114,45.087227,MGA
32994,XSWX,39,61.628445,MWK
32995,XSWX,745,88.06462,MYR
32996,XSWX,1801,94.07843,MVR
32997,XSWX,1185,97.14733,XOF
32998,XSWX,5474,92.244484,EUR
32999,XSWX,1184,27.644594,USD
33000,XSWX,7487,99.4624,EUR
33001,XSWX,3227,8.0352335,MRU
33002,XSWX,8200,50.098488,MUR
33003,XSWX,8657,72.82447,EUR
33004,XSWX,9547,69.39086,XUA
33005,XSWX,3067,33.928623,MXN
33006,XSWX,9496,3.5935836,MXV
33007,XSWX,5173,87.60358,USD
33008,XSWX,5759,41.311104,MDL
33009,XSWX,6114,56.75868,EUR
33010,XSWX,4999,66.94906,MNT
33011,XSWX,6425,32.44995,EUR
33012,XSWX,5138,14.405243,XCD
33013,XSWX,9958,27.418503,MAD
33014,XSWX,4764,96.43127,MZN
33015,XSWX,1216,18.217503,MMK
33016,XSWX,2612,20.41667,NAD
33017,XSWX,5626,52.693336,ZAR
33018,XSWX,7244,67.8418,AUD
33019,XSWX,612,6.8061943,NPR
33020,XSWX,621,84.11033,EUR
33021,XSWX,3528,64.48682,XPF
33022,XSWX,6712,48.35758,NZD
33023,XSWX,9377,31.389902,NIO
33024,XSWX,2743,28.311533,XOF
33025,XSWX,4873,89.59517,NGN
33026,XSWX,6515,85.44663,NZD
33027,XSWX,9969,83.653824,AUD
33028,XSWX,7078,0.75904554,USD
33029,XSWX,3618,37.01464,NOK
33030,XSWX,3843,1.0636423,OMR
33031,XSWX,162,12.894079,PKR
33032,XSWX,9088,23.80454,USD
33033,XSWX,5119,38.97587,PAB
33034,XSWX,703,16.658382,USD
33035,XSWX,5692,76.55887,PGK
33036,XSWX,7222,90.542725,PYG
33037,XSWX,8691,18.597797,PEN
33038,XSWX,7557,30.35617,PHP
33039,XSWX,3766,34.648872,NZD
33040,XSWX,5049,62.598152,PLN
33041,XSWX,5998,74.343155,EUR
33042,XSWX,3442,25.25597,USD
33043,XSWX,2958,5.7506905,QAR
33044,XSWX,9895,63.75604,EUR
33045,XSWX,8826,20.52987,RON
33046,XSWX,4072,98.64635,RUB
33047,XSWX,5430,79.812996,RWF
33048,XSWX,1292,12.68113,EUR
33049,XSWX,4149,85.028336,SHP
33050,XSWX,3169,74.237564,XCD
33051,XSWX,2390,19.247208,XCD
33052,XSWX,1778,69.953865,EUR
33053,XSWX,8451,33.478218,EUR
33054,XSWX,3859,42.656094,XCD
33055,XSWX,5427,68.86366,WST
33056,XSWX,2389,78.521675,EUR
33057,XSWX,2792,95.657265,STN
33058,XSWX,4200,80.27989,SAR
33059,XSWX,9442,49.612022,XOF
33060,XSWX,739,0.57084054,RSD
33061,XSWX,7576,43.047344,SCR
33062,XSWX,9781,20.211582,SLL
33063,XSWX,6524,25.25213,SGD
33064,XSWX,2193,83.242836,ANG
33065,XSWX,2341,55.15672,XSU
33066,XSWX,5977,88.951385,EUR
33067,XSWX,3999,60.305145,EUR
33068,XSWX,3229,55.3626,SBD
33069,XSWX,5510,21.214931,SOS
33070,XSWX,3087,71.92134,ZAR
33071,XSWX,5412,92.745636,SSP
33072,XSWX,396,92.50209,EUR
33073,XSWX,9946,62.718113,LKR
33074,XSWX,3466,16.497656,SDG
33075,XSWX,408,25.597118,SRD
33076,XSWX,9282,24.874847,NOK
33077,XSWX,5106,67.27964,SEK
33078,XSWX,4013,43.737682,CHF
33079,XSWX,2346,11.135629,CHE
33080,XSWX,6868,94.216774,CHW
33081,XSWX,8475,75.251595,SYP
33082,XSWX,3945,9.111204,TWD
33083,XSWX,11,76.06662,TJS
33084,XSWX,3327,7.0500503,TZS
33085,XSWX,196,1.1353918,THB
33086,XSWX,4094,14.847724,USD
33087,XSWX,5280,85.35078,XOF
33088,XSWX,4054,57.771122,NZD
33089,XSWX,4167,1.5910178,TOP
33090,XSWX,8799,57.36573,TTD
33091,XSWX,2802,53.65071,TND
33092,XSWX,931,79.88545,TRY
33093,XSWX,4798,8.314563,TMT
33094,XSWX,3748,72.54193,USD
33095,XSWX,2457,55.87011,AUD
33096,XSWX,6047,71.98836,UGX
33097,XSWX,2658,96.55531,UAH
33098,XSWX,7363,34.097103,AED
33099,XSWX,5487,37.661373,GBP
33100,XSWX,2440,55.449192,USD
33101,XSWX,8709,70.43488,USD
33102,XSWX,1405,48.700607,USN
33103,XSWX,434,85.21749,UYU
33104,XSWX,5713,62.209957,UYI
33105,XSWX,7477,30.924488,UYW
33106,XSWX,637,30.705994,UZS
33107,XSWX,5896,63.455853,VUV
33108,XSWX,9973,13.162155,VES
33109,XSWX,4726,97.93098,VND
33110,XSWX,8354,91.453964,USD
33111,XSWX,2704,68.0239,USD
33112,XSWX,3230,96.61203,XPF
33113,XSWX,3177,23.219042,MAD
33114,XSWX,9526,97.508415,YER
33115,XSWX,517,39.48609,ZMW
33116,XSWX,6612,65.13551,ZWL
33117,XSWX,9781,33.838966,XBA
33118,XSWX,9637,28.49331,XBB
33119,XSWX,3533,49.508305,XBC
33120,XSWX,135,20.675184,XBD
33121,XSWX,9756,41.40614,XTS
33122,XSWX,7460,66.67971,XXX
33123,XSWX,3091,69.34602,XAU
33124,XSWX,3364,81.1492,XPD
33125,XSWX,8825,63.038227,XPT
33126,XSWX,2473,97.80037,XAG
33127,XSWX,8311,42.045177,AFA
33128,XSWX,6613,37.236176,FIM
33129,XSWX,7044,90.570946,ALK
33130,XSWX,7068,55.11672,ADP
33131,XSWX,3741,24.49486,ESP
33132,XSWX,2632,93.60541,FRF
33133,XSWX,3061,27.765123,AOK
33134,XSWX,1776,18.897774,AON
33135,XSWX,7696,45.828568,AOR
33136,XSWX,1158,95.324356,ARA
33137,XSWX,8339,38.377834,ARP
33138,XSWX,9515,19.98322,ARY
33139,XSWX,8319,72.26147,RUR
33140,XSWX,2585,86.03811,ATS
33141,XSWX,23,77.53673,AYM
33142,XSWX,8618,23.153885,AZM
33143,XSWX,9870,49.362637,RUR
33144,XSWX,9124,84.67333,BYB
33145,XSWX,559,25.97089,BYR
33146,XSWX,8998,40.75679,RUR
33147,XSWX,4152,40.721104,BEC
33148,XSWX,655,30.487358,BEF
33149,XSWX,19,0.77760375,BEL
33150,XSWX,9871,4.8083673,BOP
33151,XSWX,2002,83.29707,BAD
33152,XSWX,7369,15.655966,BRB
33153,XSWX,7749,22.141502,BRC
33154,XSWX,9829,0.11036503,BRE
33155,XSWX,186,26.96289,BRN
33156,XSWX,4470,68.78057,BRR
33157,XSWX,524,14.279695,BGJ
33158,XSWX,4784,96.60182,BGK
33159,XSWX,7979,36.686707,BGL
33160,XSWX,335,56.876343,BUK
33161,XSWX,6379,79.007545,HRD
33162,XSWX,8492,95.40349,HRK
33163,XSWX,1579,42.532402,CYP
33164,XSWX,6599,17.780912,CSJ
33165,XSWX,9358,93.93425,CSK
33166,XSWX,2538,32.085125,ECS
33167,XSWX,6560,82.43875,ECV
33168,XSWX,7968,74.6288,GQE
33169,XSWX,6650,50.601315,EEK
33170,XSWX,6942,54.189312,XEU
33171,XSWX,9873,2.4023223,FIM
33172,XSWX,5263,72.23192,FRF
33173,XSWX,9468,88.23007,FRF
33174,XSWX,9831,33.17921,FRF
33175,XSWX,9942,71.28293,GEK
33176,XSWX,9325,17.779837,RUR
33177,XSWX,2435,59.272434,DDM
33178,XSWX,8036,66.15979,DEM
33179,XSWX,2800,30.188025,GHC
33180,XSWX,5078,94.66909,GHP
33181,XSWX,9165,23.6905,GRD
33182,XSWX,5346,57.79759,FRF
33183,XSWX,2010,99.41446,GNE
33184,XSWX,8441,80.29587,GNS
33185,XSWX,5717,87.10704,GWE
33186,XSWX,8348,31.80741,GWP
33187,XSWX,6828,52.5516,ITL
33188,XSWX,7257,98.77599,ISJ
33189,XSWX,4122,35.983315,IEP
33190,XSWX,3032,93.07221,ILP
33191,XSWX,2303,20.0283,ILR
33192,XSWX,3868,29.924704,ITL
33193,XSWX,550,40.908535,RUR
33194,XSWX,6539,88.9103,RUR
33195,XSWX,894,84.43057,LAJ
33196,XSWX,7112,8.356303,LVL
33197,XSWX,889,86.12559,LVR
33198,XSWX,8772,2.6055167,LSM
33199,XSWX,2478,56.430595,ZAL
33200,XSWX,4968,15.975186,LTL
33201,XSWX,9803,72.71138,LTT
33202,XSWX,3053,26.525953,LUC
33203,XSWX,7779,42.981056,LUF
33204,XSWX,7369,79.60976,LUL
33205,XSWX,6353,52.395565,MGF
33206,XSWX,7731,67.16322,MWK
33207,XSWX,7056,40.40478,MVQ
33208,XSWX,9618,35.548145,MLF
33209,XSWX,4254,23.137564,MTL
33210,XSWX,1689,82.83781,MTP
33211,XSWX,3492,49.889587,FRF
33212,XSWX,6126,64.29032,MRO
33213,XSWX,6425,56.38043,FRF
33214,XSWX,1082,8.250105,MXP
33215,XSWX,1508,40.442978,RUR
33216,XSWX,4435,41.318886,FRF
33217,XSWX,713,9.356702,MZE
33218,XSWX,7423,41.90125,MZM
33219,XSWX,4248,21.971476,NLG
33220,XSWX,5822,70.750046,ANG
33221,XSWX,9607,13.456357,NIC
33222,XSWX,5465,82.386055,PEH
33223,XSWX,91,53.80534,PEI
33224,XSWX,9885,29.040543,PEN
33225,XSWX,3139,51.8178,PES
33226,XSWX,1792,34.708744,PLZ
33227,XSWX,3503,96.942314,PTE
33228,XSWX,9778,84.29262,FRF
33229,XSWX,197,84.999664,ROK
33230,XSWX,9372,88.18221,ROL
33231,XSWX,2601,61.514336,RON
33232,XSWX,8330,29.225592,RUR
33233,XSWX,1427,17.66352,FRF
33234,XSWX,2838,40.45095,FRF
33235,XSWX,6062,73.36337,FRF
33236,XSWX,338,24.731613,ITL
33237,XSWX,4271,34.531967,STD
33238,XSWX,7791,30.63326,CSD
33239,XSWX,7914,25.180077,EUR
33240,XSWX,5963,94.276535,SKK
33241,XSWX,1984,32.920753,SIT
33242,XSWX,1853,25.414286,ZAL
33243,XSWX,4062,54.970802,SDG
33244,XSWX,7296,92.7854,RHD
